Fecha,Estado,Sector, Crédito Real , Exportación Real 
01/10/2012,Sonora , II. Sector industrial," $5,931.16 "," $14,779.32 "
01/01/2013,Sonora , II. Sector industrial," $6,103.00 "," $14,302.07 "
01/04/2013,Sonora , II. Sector industrial," $6,148.25 "," $12,637.37 "
01/07/2013,Sonora , II. Sector industrial," $6,299.64 "," $13,020.16 "
01/10/2013,Sonora , II. Sector industrial," $6,412.50 "," $14,954.98 "
01/01/2014,Sonora , II. Sector industrial," $5,866.55 "," $12,938.30 "
01/04/2014,Sonora , II. Sector industrial," $6,091.83 "," $14,064.24 "
01/07/2014,Sonora , II. Sector industrial," $5,552.61 "," $12,210.38 "
01/10/2014,Sonora , II. Sector industrial," $5,660.11 "," $12,637.17 "
01/01/2015,Sonora , II. Sector industrial," $6,066.12 "," $14,567.76 "
01/04/2015,Sonora , II. Sector industrial," $6,381.09 "," $16,689.51 "
01/07/2015,Sonora , II. Sector industrial," $6,986.90 "," $15,894.16 "
01/10/2015,Sonora , II. Sector industrial," $6,816.62 "," $18,062.77 "
01/01/2016,Sonora , II. Sector industrial," $6,733.83 "," $19,134.25 "
01/04/2016,Sonora , II. Sector industrial," $6,803.28 "," $21,656.90 "
01/07/2016,Sonora , II. Sector industrial," $6,689.47 "," $21,032.19 "
01/10/2016,Sonora , II. Sector industrial," $7,073.04 "," $22,360.56 "
01/01/2017,Sonora , II. Sector industrial," $6,443.06 "," $25,917.91 "
01/04/2017,Sonora , II. Sector industrial," $6,310.90 "," $24,097.38 "
01/07/2017,Sonora , II. Sector industrial," $5,772.76 "," $22,548.95 "
01/10/2017,Sonora , II. Sector industrial," $6,720.65 "," $25,902.63 "
01/01/2007,Sonora , II. Sector industrial," $3,429.78 "," $15,352.81 "
01/04/2007,Sonora , II. Sector industrial," $3,935.24 "," $15,241.13 "
01/07/2007,Sonora , II. Sector industrial," $5,094.11 "," $15,127.72 "
01/10/2007,Sonora , II. Sector industrial," $5,082.53 "," $13,923.69 "
01/01/2009,Sonora , II. Sector industrial," $6,024.49 "," $7,054.08 "
01/04/2009,Sonora , II. Sector industrial," $5,815.54 "," $7,286.94 "
01/07/2009,Sonora , II. Sector industrial," $6,163.83 "," $8,202.64 "
01/10/2009,Sonora , II. Sector industrial," $6,055.10 "," $8,101.78 "
01/01/2010,Sonora , II. Sector industrial," $5,309.02 "," $7,483.37 "
01/04/2010,Sonora , II. Sector industrial," $4,871.98 "," $8,339.90 "
01/07/2010,Sonora , II. Sector industrial," $6,131.81 "," $8,591.94 "
01/10/2010,Sonora , II. Sector industrial," $6,062.38 "," $9,863.71 "
01/01/2007,Sonora , III. Sector servicios y otras actividades," $3,872.50 ", $76.31 
01/04/2007,Sonora , III. Sector servicios y otras actividades," $5,036.74 ", $57.39 
01/07/2007,Sonora , III. Sector servicios y otras actividades," $4,641.07 ", $57.82 
01/10/2007,Sonora , III. Sector servicios y otras actividades," $5,721.24 ", $69.13 
01/01/2008,Sonora , III. Sector servicios y otras actividades," $6,531.60 ", $-   
01/04/2008,Sonora , III. Sector servicios y otras actividades," $6,953.07 ", $5.94 
01/07/2008,Sonora , III. Sector servicios y otras actividades," $6,273.80 ", $8.39 
01/10/2008,Sonora , III. Sector servicios y otras actividades," $6,425.88 ", $4.32 
01/01/2009,Sonora , III. Sector servicios y otras actividades," $6,275.46 ", $67.10 
01/04/2009,Sonora , III. Sector servicios y otras actividades," $6,183.35 ", $83.47 
01/07/2009,Sonora , III. Sector servicios y otras actividades," $6,703.88 ", $65.45 
01/10/2009,Sonora , III. Sector servicios y otras actividades," $5,730.78 ", $76.43 
01/01/2010,Sonora , III. Sector servicios y otras actividades," $5,891.39 ", $21.26 
01/04/2010,Sonora , III. Sector servicios y otras actividades," $6,825.82 ", $17.34 
01/07/2010,Sonora , III. Sector servicios y otras actividades," $7,440.84 ", $23.44 
01/10/2010,Sonora , III. Sector servicios y otras actividades," $8,162.12 ", $26.33 
01/01/2011,Sonora , III. Sector servicios y otras actividades," $7,938.65 ", $128.55 
01/04/2011,Sonora , III. Sector servicios y otras actividades," $8,008.98 ", $85.89 
01/07/2011,Sonora , III. Sector servicios y otras actividades," $9,093.57 ", $32.20 
01/10/2011,Sonora , III. Sector servicios y otras actividades," $9,226.47 ", $98.50 
01/01/2012,Sonora , III. Sector servicios y otras actividades," $9,582.41 ", $91.75 
01/04/2012,Sonora , III. Sector servicios y otras actividades," $9,280.73 ", $117.38 
01/07/2012,Sonora , III. Sector servicios y otras actividades," $9,281.82 ", $68.07 
01/10/2012,Sonora , III. Sector servicios y otras actividades," $8,952.79 ", $98.65 
01/01/2013,Sonora , III. Sector servicios y otras actividades," $8,941.55 ", $85.09 
01/04/2013,Sonora , III. Sector servicios y otras actividades," $9,096.43 ", $73.59 
01/07/2013,Sonora , III. Sector servicios y otras actividades," $9,074.15 ", $77.42 
01/10/2013,Sonora , III. Sector servicios y otras actividades," $9,669.50 ", $103.66 
01/01/2014,Sonora , III. Sector servicios y otras actividades," $9,693.94 ", $100.17 
01/04/2014,Sonora , III. Sector servicios y otras actividades," $9,685.68 ", $84.65 
01/07/2014,Sonora , III. Sector servicios y otras actividades," $8,729.56 ", $75.92 
01/10/2014,Sonora , III. Sector servicios y otras actividades," $10,381.87 ", $89.76 
01/01/2015,Sonora , III. Sector servicios y otras actividades," $10,648.89 ", $67.92 
01/04/2015,Sonora , III. Sector servicios y otras actividades," $10,412.17 ", $101.85 
01/07/2015,Sonora , III. Sector servicios y otras actividades," $10,392.11 ", $99.51 
01/10/2015,Sonora , III. Sector servicios y otras actividades," $9,657.95 ", $85.04 
01/01/2016,Sonora , III. Sector servicios y otras actividades," $9,285.94 ", $90.05 
01/04/2016,Sonora , III. Sector servicios y otras actividades," $9,509.35 ", $79.32 
01/07/2016,Sonora , III. Sector servicios y otras actividades," $9,551.16 ", $64.85 
01/10/2016,Sonora , III. Sector servicios y otras actividades," $10,375.96 ", $64.04 
01/01/2017,Sonora , III. Sector servicios y otras actividades," $10,730.47 ", $113.54 
01/04/2017,Sonora , III. Sector servicios y otras actividades," $12,049.60 ", $124.89 
01/07/2017,Sonora , III. Sector servicios y otras actividades," $12,361.71 ", $91.94 
01/10/2017,Sonora , III. Sector servicios y otras actividades," $12,492.98 ", $98.70 
01/01/2007,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $189.74 ," $21,271.47 "
01/04/2007,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $154.73 ," $25,756.59 "
01/07/2007,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $134.09 ," $28,464.22 "
01/10/2007,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $187.09 ," $32,223.29 "
01/01/2008,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $271.93 ," $33,961.62 "
01/04/2008,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $195.20 ," $37,818.44 "
01/07/2008,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $83.45 ," $34,175.46 "
01/10/2008,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $83.37 ," $20,441.04 "
01/01/2009,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $98.76 ," $19,385.38 "
01/04/2009,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $80.01 ," $25,094.71 "
01/07/2009,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $103.25 ," $28,415.00 "
01/10/2009,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $108.73 ," $32,142.82 "
01/01/2010,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $115.57 ," $32,413.00 "
01/04/2010,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $116.28 ," $32,788.36 "
01/07/2010,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $125.42 ," $35,076.48 "
01/10/2010,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $162.49 ," $41,663.91 "
01/01/2011,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $167.89 ," $44,884.93 "
01/04/2011,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $192.06 ," $48,458.93 "
01/07/2011,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $181.86 ," $45,308.00 "
01/10/2011,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $215.75 ," $55,310.20 "
01/01/2012,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $310.21 ," $50,937.30 "
01/04/2012,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $429.20 ," $44,247.59 "
01/07/2012,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $398.91 ," $47,561.10 "
01/10/2012,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $471.10 ," $45,668.26 "
01/01/2013,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $453.80 ," $41,038.56 "
01/04/2013,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $507.52 ," $36,038.37 "
01/07/2013,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $436.38 ," $40,797.45 "
01/10/2013,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $393.80 ," $39,497.21 "
01/01/2014,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $435.13 ," $37,847.66 "
01/04/2014,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $393.93 ," $36,079.95 "
01/07/2014,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $337.28 ," $34,066.84 "
01/10/2014,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $332.06 ," $27,424.99 "
01/01/2015,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $339.38 ," $22,811.38 "
01/04/2015,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $329.21 ," $23,459.85 "
01/07/2015,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $384.41 ," $21,875.77 "
01/10/2015,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $428.95 ," $17,601.15 "
01/01/2016,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $399.46 ," $14,531.62 "
01/04/2016,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $378.38 ," $19,454.09 "
01/07/2016,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $365.21 ," $24,515.22 "
01/10/2016,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $415.00 ," $25,580.86 "
01/01/2017,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $482.24 ," $23,987.02 "
01/04/2017,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $496.34 ," $19,609.78 "
01/07/2017,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $331.95 ," $22,736.80 "
01/10/2017,Tabasco ," I. Sector agropecuario, silvícola y pesquero", $367.66 ," $31,673.29 "
01/01/2007,Tabasco , II. Sector industrial, $708.88 ," $2,218.39 "
01/04/2007,Tabasco , II. Sector industrial," $1,287.71 "," $2,741.13 "
01/07/2007,Tabasco , II. Sector industrial," $1,702.81 "," $2,395.59 "
01/10/2007,Tabasco , II. Sector industrial," $1,593.53 "," $2,290.06 "
01/01/2008,Tabasco , II. Sector industrial," $1,544.46 "," $1,470.23 "
01/04/2008,Tabasco , II. Sector industrial," $1,100.30 "," $1,566.62 "
01/07/2008,Tabasco , II. Sector industrial," $1,089.22 "," $1,690.56 "
01/10/2008,Tabasco , II. Sector industrial," $1,149.43 "," $1,290.04 "
01/01/2009,Tabasco , II. Sector industrial," $1,016.04 ", $880.91 
01/04/2009,Tabasco , II. Sector industrial," $1,077.90 "," $1,132.59 "
01/07/2009,Tabasco , II. Sector industrial," $1,190.74 "," $1,354.23 "
01/10/2009,Tabasco , II. Sector industrial," $1,038.43 "," $1,450.54 "
01/01/2010,Tabasco , II. Sector industrial," $1,184.42 "," $1,799.92 "
01/04/2010,Tabasco , II. Sector industrial," $1,049.71 "," $1,790.27 "
01/07/2010,Tabasco , II. Sector industrial," $1,076.40 "," $2,283.79 "
01/10/2010,Tabasco , II. Sector industrial," $1,005.81 "," $1,882.83 "
01/01/2011,Tabasco , II. Sector industrial," $1,123.79 "," $1,909.72 "
01/04/2011,Tabasco , II. Sector industrial," $1,246.59 "," $2,865.09 "
01/07/2011,Tabasco , II. Sector industrial," $1,497.51 "," $2,365.48 "
01/10/2011,Tabasco , II. Sector industrial," $1,290.19 "," $2,319.52 "
01/01/2012,Tabasco , II. Sector industrial," $1,526.82 "," $2,428.87 "
01/04/2012,Tabasco , II. Sector industrial," $1,786.23 "," $2,602.33 "
01/07/2012,Tabasco , II. Sector industrial," $1,969.38 "," $2,592.44 "
01/10/2012,Tabasco , II. Sector industrial," $2,074.66 "," $1,547.79 "
01/01/2013,Tabasco , II. Sector industrial," $2,187.16 "," $1,961.31 "
01/04/2013,Tabasco , II. Sector industrial," $2,543.02 "," $2,179.35 "
01/07/2013,Tabasco , II. Sector industrial," $2,647.85 "," $2,256.02 "
01/10/2013,Tabasco , II. Sector industrial," $2,690.70 "," $1,924.87 "
01/01/2014,Tabasco , II. Sector industrial," $2,423.80 "," $1,548.89 "
01/04/2014,Tabasco , II. Sector industrial," $1,965.21 "," $2,106.00 "
01/07/2014,Tabasco , II. Sector industrial," $1,806.23 "," $1,943.20 "
01/10/2014,Tabasco , II. Sector industrial," $1,794.15 "," $1,906.10 "
01/01/2015,Tabasco , II. Sector industrial," $1,706.66 "," $2,678.45 "
01/04/2015,Tabasco , II. Sector industrial," $2,321.82 "," $2,033.04 "
01/07/2015,Tabasco , II. Sector industrial," $2,578.80 "," $2,692.96 "
01/10/2015,Tabasco , II. Sector industrial," $2,137.23 "," $2,759.68 "
01/01/2016,Tabasco , II. Sector industrial," $1,908.00 ", $778.14 
01/04/2016,Tabasco , II. Sector industrial," $1,967.34 "," $1,465.69 "
01/07/2016,Tabasco , II. Sector industrial," $1,842.97 ", $738.89 
01/10/2016,Tabasco , II. Sector industrial," $2,042.48 ", $643.52 
01/01/2017,Tabasco , II. Sector industrial," $1,942.55 "," $1,125.09 "
01/04/2017,Tabasco , II. Sector industrial," $1,928.35 ", $957.51 
01/07/2017,Tabasco , II. Sector industrial," $2,131.21 ", $874.01 
01/10/2017,Tabasco , II. Sector industrial," $2,320.50 ", $527.39 
01/01/2007,Tabasco , III. Sector servicios y otras actividades," $1,596.96 ", $31.36 
01/04/2007,Tabasco , III. Sector servicios y otras actividades," $1,963.03 ", $5.79 
01/07/2007,Tabasco , III. Sector servicios y otras actividades," $2,330.30 ", $4.81 
01/10/2007,Tabasco , III. Sector servicios y otras actividades," $2,905.78 ", $12.86 
01/01/2008,Tabasco , III. Sector servicios y otras actividades," $2,939.73 ", $1.89 
01/04/2008,Tabasco , III. Sector servicios y otras actividades," $2,545.77 ", $1.21 
01/07/2008,Tabasco , III. Sector servicios y otras actividades," $2,519.04 ", $1.99 
01/10/2008,Tabasco , III. Sector servicios y otras actividades," $2,365.57 ", $6.87 
01/01/2009,Tabasco , III. Sector servicios y otras actividades," $2,275.61 ", $2.71 
01/04/2009,Tabasco , III. Sector servicios y otras actividades," $2,161.80 ", $1.35 
01/07/2009,Tabasco , III. Sector servicios y otras actividades," $1,867.48 ", $7.45 
01/10/2009,Tabasco , III. Sector servicios y otras actividades," $1,972.34 ", $6.58 
01/01/2010,Tabasco , III. Sector servicios y otras actividades," $1,830.20 ", $6.18 
01/04/2010,Tabasco , III. Sector servicios y otras actividades," $1,879.92 ", $6.22 
01/07/2010,Tabasco , III. Sector servicios y otras actividades," $2,058.28 ", $4.99 
01/10/2010,Tabasco , III. Sector servicios y otras actividades," $1,971.03 ", $4.46 
01/01/2011,Tabasco , III. Sector servicios y otras actividades," $2,047.23 ", $2.04 
01/04/2011,Tabasco , III. Sector servicios y otras actividades," $2,137.13 ", $5.04 
01/07/2011,Tabasco , III. Sector servicios y otras actividades," $2,301.85 ", $1.97 
01/10/2011,Tabasco , III. Sector servicios y otras actividades," $2,227.69 ", $5.99 
01/01/2012,Tabasco , III. Sector servicios y otras actividades," $2,364.31 ", $3.99 
01/04/2012,Tabasco , III. Sector servicios y otras actividades," $2,543.35 ", $14.03 
01/07/2012,Tabasco , III. Sector servicios y otras actividades," $2,537.70 ", $8.94 
01/10/2012,Tabasco , III. Sector servicios y otras actividades," $2,538.55 ", $12.77 
01/01/2013,Tabasco , III. Sector servicios y otras actividades," $2,429.51 ", $2.08 
01/04/2013,Tabasco , III. Sector servicios y otras actividades," $2,601.53 ", $2.27 
01/07/2013,Tabasco , III. Sector servicios y otras actividades," $2,369.09 ", $9.00 
01/10/2013,Tabasco , III. Sector servicios y otras actividades," $2,684.50 ", $0.74 
01/01/2014,Tabasco , III. Sector servicios y otras actividades," $2,594.67 ", $5.11 
01/04/2014,Tabasco , III. Sector servicios y otras actividades," $2,351.35 ", $0.87 
01/07/2014,Tabasco , III. Sector servicios y otras actividades," $2,538.93 ", $13.92 
01/10/2014,Tabasco , III. Sector servicios y otras actividades," $2,766.09 ", $20.60 
01/01/2015,Tabasco , III. Sector servicios y otras actividades," $2,643.68 ", $14.56 
01/04/2015,Tabasco , III. Sector servicios y otras actividades," $2,934.55 ", $9.41 
01/07/2015,Tabasco , III. Sector servicios y otras actividades," $3,222.57 ", $4.70 
01/10/2015,Tabasco , III. Sector servicios y otras actividades," $2,989.09 ", $0.31 
01/01/2016,Tabasco , III. Sector servicios y otras actividades," $2,981.79 ", $9.69 
01/04/2016,Tabasco , III. Sector servicios y otras actividades," $3,145.17 ", $2.95 
01/07/2016,Tabasco , III. Sector servicios y otras actividades," $2,729.20 ", $28.13 
01/10/2016,Tabasco , III. Sector servicios y otras actividades," $2,792.79 ", $22.17 
01/01/2017,Tabasco , III. Sector servicios y otras actividades," $2,510.90 ", $16.38 
01/04/2017,Tabasco , III. Sector servicios y otras actividades," $3,071.11 ", $22.10 
01/07/2017,Tabasco , III. Sector servicios y otras actividades," $2,947.90 ", $36.48 
01/10/2017,Tabasco , III. Sector servicios y otras actividades," $2,914.38 ", $40.75 
01/01/2009,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,424.88 "," $51,782.58 "
01/04/2009,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,561.72 "," $53,579.33 "
01/07/2009,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,615.46 "," $57,751.07 "
01/10/2009,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,572.38 "," $62,556.11 "
01/01/2007,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,195.09 "," $54,487.28 "
01/04/2007,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,366.38 "," $65,895.39 "
01/07/2007,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,472.38 "," $66,736.89 "
01/10/2007,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,456.76 "," $71,330.69 "
01/01/2008,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,380.68 "," $61,780.04 "
01/04/2008,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,589.09 "," $71,274.40 "
01/07/2008,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,470.52 "," $62,116.33 "
01/10/2008,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,440.61 "," $63,196.57 "
01/01/2010,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,872.58 "," $52,902.14 "
01/04/2010,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $2,052.32 "," $61,680.19 "
01/07/2010,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,814.41 "," $61,958.58 "
01/10/2010,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,663.94 "," $55,145.14 "
01/01/2011,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,767.92 "," $50,453.43 "
01/04/2011,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,812.38 "," $53,009.70 "
01/07/2011,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,505.73 "," $52,496.95 "
01/10/2011,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,612.23 "," $54,245.04 "
01/01/2012,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $2,072.85 "," $53,559.96 "
01/04/2012,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $2,434.55 "," $59,626.26 "
01/07/2012,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,838.34 "," $55,700.58 "
01/10/2012,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $2,143.39 "," $59,310.83 "
01/01/2013,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $2,390.44 "," $48,152.66 "
01/04/2013,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $2,383.15 "," $52,843.67 "
01/07/2013,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,980.20 "," $55,586.96 "
01/10/2013,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,738.90 "," $61,082.29 "
01/01/2014,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,990.41 "," $59,666.01 "
01/04/2014,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $2,091.55 "," $68,459.25 "
01/07/2014,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,339.25 "," $68,974.55 "
01/10/2014,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,443.70 "," $74,549.44 "
01/01/2015,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,861.83 "," $70,934.67 "
01/04/2015,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $2,028.84 "," $76,492.14 "
01/07/2015,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,612.03 "," $76,833.01 "
01/10/2015,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,586.77 "," $82,040.30 "
01/01/2016,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,896.24 "," $74,246.49 "
01/04/2016,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,907.77 "," $78,684.99 "
01/07/2016,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,136.82 "," $85,897.86 "
01/10/2016,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,275.60 "," $86,630.62 "
01/01/2017,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,297.01 "," $83,176.94 "
01/04/2017,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,338.45 "," $80,619.15 "
01/07/2017,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,109.03 "," $75,551.43 "
01/10/2017,Tamaulipas ," I. Sector agropecuario, silvícola y pesquero"," $1,228.58 "," $85,423.77 "
01/07/2008,Tamaulipas , II. Sector industrial," $8,086.50 "," $14,520.43 "
01/10/2009,Tamaulipas , II. Sector industrial," $9,497.29 "," $14,988.20 "
01/01/2010,Tamaulipas , II. Sector industrial," $9,324.79 "," $15,415.40 "
01/04/2010,Tamaulipas , II. Sector industrial," $7,596.77 "," $15,779.89 "
01/07/2010,Tamaulipas , II. Sector industrial," $9,570.26 "," $17,097.84 "
01/10/2010,Tamaulipas , II. Sector industrial," $7,418.55 "," $16,411.10 "
01/01/2011,Tamaulipas , II. Sector industrial," $6,941.93 "," $18,922.46 "
01/04/2011,Tamaulipas , II. Sector industrial," $8,265.25 "," $18,637.65 "
01/07/2011,Tamaulipas , II. Sector industrial," $12,535.18 "," $18,550.22 "
01/10/2011,Tamaulipas , II. Sector industrial," $12,660.77 "," $16,785.05 "
01/01/2012,Tamaulipas , II. Sector industrial," $11,754.88 "," $18,764.97 "
01/04/2012,Tamaulipas , II. Sector industrial," $12,116.71 "," $17,518.97 "
01/07/2012,Tamaulipas , II. Sector industrial," $11,916.66 "," $16,247.76 "
01/10/2012,Tamaulipas , II. Sector industrial," $11,653.99 "," $13,745.66 "
01/01/2013,Tamaulipas , II. Sector industrial," $9,938.18 "," $15,802.93 "
01/04/2013,Tamaulipas , II. Sector industrial," $10,991.53 "," $16,956.64 "
01/07/2013,Tamaulipas , II. Sector industrial," $11,214.08 "," $17,980.03 "
01/10/2013,Tamaulipas , II. Sector industrial," $9,408.40 "," $18,084.96 "
01/01/2015,Tamaulipas , II. Sector industrial," $10,401.52 "," $17,491.14 "
01/04/2015,Tamaulipas , II. Sector industrial," $10,798.69 "," $18,286.11 "
01/07/2015,Tamaulipas , II. Sector industrial," $11,620.47 "," $19,786.31 "
01/10/2015,Tamaulipas , II. Sector industrial," $11,772.46 "," $19,942.08 "
01/01/2016,Tamaulipas , II. Sector industrial," $12,350.89 "," $19,108.17 "
01/04/2016,Tamaulipas , II. Sector industrial," $11,235.64 "," $19,252.92 "
01/07/2016,Tamaulipas , II. Sector industrial," $10,872.23 "," $20,967.44 "
01/10/2016,Tamaulipas , II. Sector industrial," $11,178.02 "," $20,134.15 "
01/01/2017,Tamaulipas , II. Sector industrial," $9,205.37 "," $21,339.81 "
01/04/2017,Tamaulipas , II. Sector industrial," $9,776.64 "," $20,119.42 "
01/07/2017,Tamaulipas , II. Sector industrial," $11,036.91 "," $18,039.93 "
01/10/2017,Tamaulipas , II. Sector industrial," $11,701.06 "," $18,580.85 "
01/01/2007,Tamaulipas , II. Sector industrial," $3,079.29 "," $13,318.02 "
01/04/2007,Tamaulipas , II. Sector industrial," $3,118.29 "," $14,932.10 "
01/07/2007,Tamaulipas , II. Sector industrial," $4,905.34 "," $14,508.46 "
01/10/2007,Tamaulipas , II. Sector industrial," $5,081.24 "," $14,170.68 "
01/01/2008,Tamaulipas , II. Sector industrial," $5,634.10 "," $12,965.58 "
01/04/2008,Tamaulipas , II. Sector industrial," $6,676.46 "," $13,907.33 "
01/10/2008,Tamaulipas , II. Sector industrial," $7,864.06 "," $14,243.40 "
01/01/2009,Tamaulipas , II. Sector industrial," $8,154.26 "," $13,080.99 "
01/04/2009,Tamaulipas , II. Sector industrial," $8,324.32 "," $14,647.39 "
01/07/2009,Tamaulipas , II. Sector industrial," $8,480.90 "," $14,839.16 "
01/01/2014,Tamaulipas , II. Sector industrial," $8,094.04 "," $17,480.25 "
01/04/2014,Tamaulipas , II. Sector industrial," $8,532.09 "," $18,523.02 "
01/07/2014,Tamaulipas , II. Sector industrial," $9,207.18 "," $18,084.13 "
01/10/2014,Tamaulipas , II. Sector industrial," $10,581.13 "," $17,581.61 "
01/01/2007,Tamaulipas , III. Sector servicios y otras actividades," $6,912.26 "," $1,078.87 "
01/04/2007,Tamaulipas , III. Sector servicios y otras actividades," $8,851.34 "," $1,059.49 "
01/07/2007,Tamaulipas , III. Sector servicios y otras actividades," $8,335.69 "," $1,285.40 "
01/10/2007,Tamaulipas , III. Sector servicios y otras actividades," $8,285.08 "," $1,065.95 "
01/01/2008,Tamaulipas , III. Sector servicios y otras actividades," $8,786.67 "," $1,971.30 "
01/04/2008,Tamaulipas , III. Sector servicios y otras actividades," $8,146.26 ", $210.29 
01/07/2008,Tamaulipas , III. Sector servicios y otras actividades," $6,481.27 "," $2,485.89 "
01/10/2008,Tamaulipas , III. Sector servicios y otras actividades," $6,801.40 "," $2,132.73 "
01/01/2009,Tamaulipas , III. Sector servicios y otras actividades," $6,911.91 "," $1,339.53 "
01/04/2009,Tamaulipas , III. Sector servicios y otras actividades," $7,291.13 "," $1,361.95 "
01/07/2009,Tamaulipas , III. Sector servicios y otras actividades," $7,207.91 "," $1,805.29 "
01/10/2009,Tamaulipas , III. Sector servicios y otras actividades," $9,231.31 "," $1,852.25 "
01/01/2010,Tamaulipas , III. Sector servicios y otras actividades," $7,089.75 "," $1,180.26 "
